site_id,country,latitude,longitude,As_ugL,Pb_ugL,Cd_ugL,Cr_ugL,Hg_ugL,HPI,HEI,MI,risk_category,water_safe
S1057,Japan,38.9989,140.6296,3.996,1.66,0.744,28.897,0.191,31.65,1.58,0.58,Low,Yes
S1058,Japan,35.4381,137.3164,2.269,5.722,0.452,27.443,0.232,34.61,1.73,0.57,Low,Yes
S1061,India,19.559,75.691,5.313,9.897,2.081,64.221,0.521,80.4,4.02,1.28,Moderate,Borderline
S1062,India,21.0527,77.9311,8.78,3.67,4.42,62.436,0.888,97.1,4.86,1.47,Moderate,Borderline
S1063,India,22.5331,75.616,12.105,5.289,2.946,63.853,1.222,104.41,5.22,1.28,Critical,No
S1064,India,22.8048,78.6428,14.252,7.866,2.948,62.44,1.137,111.61,5.58,1.43,Critical,No
S1065,India,17.9838,75.343,6.148,5.67,3.453,20.086,1.19,78.49,3.92,1.19,Moderate,Borderline
S1066,India,18.7833,80.4968,6.034,10.546,3.644,67.589,1.323,110.95,5.55,1.35,Critical,No
S1067,India,22.2486,79.42,13.904,12.702,4.121,15.698,1.459,116.14,5.81,1.46,Critical,No
S1068,India,26.2805,77.62,4.526,7.751,1.877,32.5,0.448,59.03,2.95,0.78,Low,Yes
S1069,India,19.2205,76.3994,10.068,6.051,1.832,44.3,1.083,83.83,4.19,1.08,Moderate,Borderline
S1070,India,21.8009,77.7676,5.966,14.685,2.33,50.939,0.59,89.01,4.45,1.47,Moderate,Borderline
S1071,India,19.5991,77.9462,3.417,8.625,2.335,23.213,1.125,71.44,3.57,1.12,Moderate,Borderline
S1072,India,23.1873,78.3194,12.978,8.563,3.555,22.688,0.915,94.16,4.71,1.3,Moderate,Borderline
S1073,India,19.6862,76.4913,8.115,4.572,3.416,42.374,0.937,83.84,4.19,1.14,Moderate,Borderline
S1074,India,22.7448,78.1281,4.155,6.429,4.03,19.336,1.351,82.79,4.14,1.35,Moderate,Borderline
S1075,India,14.5228,79.9795,6.716,6.565,2.001,68.088,1.169,90.52,4.53,1.36,Moderate,Borderline
S1076,India,25.1953,79.8153,6.085,10.417,2.556,61.946,0.671,88.24,4.41,1.24,Moderate,Borderline
S1077,India,24.5314,78.9483,7.826,3.799,2.758,35.758,1.107,78.08,3.9,1.11,Moderate,Borderline
S1078,India,21.9387,79.9205,8.594,10.855,1.273,30.21,1.403,87.53,4.38,1.4,Moderate,Borderline
S1079,India,23.9057,74.9213,12.173,13.078,1.952,70.862,0.964,111.14,5.56,1.42,Critical,No
S1080,India,24.4071,82.8904,4.473,14.557,1.342,30.293,1.276,84.64,4.23,1.46,Moderate,Borderline
S1081,India,25.2678,79.1461,9.189,7.524,4.219,17.175,1.327,94.96,4.75,1.41,Moderate,Borderline
S1082,India,23.69,76.6955,4.67,9.963,4.097,43.412,1.196,97.86,4.89,1.37,Moderate,Borderline
S1083,India,23.8745,80.4148,14.104,8.362,1.523,17.869,0.596,74.15,3.71,1.41,Moderate,Borderline
S1084,India,22.5478,74.6268,5.219,3.467,1.03,64.894,1.01,70.4,3.52,1.3,Moderate,Borderline
S1085,India,24.3734,77.1456,3.842,14.764,3.119,26.008,1.115,90.71,4.54,1.48,Moderate,Borderline
S1086,India,20.7895,82.5122,13.34,4.809,1.904,20.61,0.553,68.3,3.41,1.33,Moderate,Borderline
S1087,India,22.62,77.6121,3.937,8.129,2.817,68.922,1.497,100.42,5.02,1.5,Critical,No
S1088,India,20.629,78.6762,7.823,10.759,2.163,31.403,0.993,84.01,4.2,1.08,Moderate,Borderline
S1089,India,24.2894,80.7674,14.567,14.169,3.644,46.225,0.545,111.16,5.56,1.46,Critical,No
S1090,India,26.6543,78.7934,13.748,12.477,1.603,50.981,0.699,97.51,4.88,1.37,Moderate,Borderline
S1091,India,19.3656,75.0452,14.519,7.549,0.935,32.031,0.443,72.04,3.6,1.45,Moderate,Borderline
S1092,India,18.2195,79.1349,7.335,13.344,2.428,69.941,0.898,103.48,5.17,1.4,Critical,No
S1093,India,26.3662,76.2359,3.878,4.074,3.247,44.216,1.248,80.2,4.01,1.25,Moderate,Borderline
S1094,India,21.401,80.2336,10.157,9.008,4.434,64.865,1.394,121.72,6.09,1.48,Critical,No
S1095,India,24.4794,75.7651,6.186,5.505,4.299,16.158,1.458,87.67,4.38,1.46,Moderate,Borderline
S1096,India,22.9262,76.9831,6.311,7.208,1.68,50.131,0.718,72.65,3.63,1.0,Moderate,Borderline
S1097,India,25.8131,77.0188,13.658,5.938,2.968,61.102,0.647,96.36,4.82,1.37,Moderate,Borderline
S1098,India,23.9757,70.5016,4.618,3.312,1.45,52.611,0.388,54.33,2.72,1.05,Low,Yes
S1099,India,20.3412,74.8256,3.934,5.3,4.181,16.158,1.084,74.48,3.72,1.39,Moderate,Borderline
S1100,India,26.6722,74.8719,10.064,5.682,3.95,44.516,1.287,101.37,5.07,1.32,Critical,No
S1101,India,22.6625,77.8715,12.246,14.591,2.752,43.421,1.207,113.53,5.68,1.46,Critical,No
S1102,India,25.134,76.1592,5.528,9.547,1.547,35.844,1.418,83.16,4.16,1.42,Moderate,Borderline
S1103,India,23.1126,75.026,10.115,4.449,2.074,48.779,0.525,72.97,3.65,1.01,Moderate,Borderline
S1104,India,20.1931,76.3539,8.459,11.973,1.914,16.193,0.949,79.08,3.95,1.2,Moderate,Borderline
S1105,India,21.6505,79.4676,8.042,14.627,3.401,58.15,0.975,110.77,5.54,1.46,Critical,No
S1106,India,22.945,79.8723,11.821,6.485,1.993,61.979,0.656,87.81,4.39,1.24,Moderate,Borderline
S1107,India,17.2711,79.1843,12.804,4.326,3.886,51.164,0.524,91.11,4.56,1.3,Moderate,Borderline
S1108,India,16.6848,79.0272,6.882,7.218,1.128,74.158,0.338,72.14,3.61,1.48,Moderate,Borderline
S1109,India,18.5037,82.412,10.752,7.275,3.326,58.754,1.129,104.31,5.22,1.18,Critical,No
S1110,India,22.9644,75.6271,6.36,3.346,2.393,41.013,0.861,68.99,3.45,0.86,Moderate,Borderline
S1111,India,18.8844,81.3384,6.783,3.727,3.373,49.07,0.719,77.51,3.88,1.12,Moderate,Borderline
S1112,India,23.005,83.5197,8.631,9.136,3.191,54.6,0.647,91.59,4.58,1.09,Moderate,Borderline
S1113,India,21.676,77.6611,10.673,13.474,2.374,25.171,1.208,98.35,4.92,1.35,Moderate,Borderline
S1114,India,25.0683,78.9087,3.185,4.287,1.233,57.756,0.383,53.93,2.7,1.16,Low,Yes
S1115,India,11.8733,76.651,6.728,13.445,1.514,36.148,1.229,89.48,4.47,1.34,Moderate,Borderline
S1116,India,20.8967,80.2985,10.036,3.928,1.828,20.653,0.678,61.94,3.1,1.0,Moderate,Borderline
S1117,India,20.9617,80.5489,9.743,8.201,2.552,73.174,0.655,95.27,4.76,1.46,Moderate,Borderline
S1118,India,18.5027,83.5705,3.734,8.872,3.828,20.925,0.384,66.78,3.34,1.28,Moderate,Borderline
S1119,India,23.3502,76.2313,11.688,9.78,2.586,68.3,1.22,111.9,5.59,1.37,Critical,No
S1120,India,23.4917,79.4854,10.713,8.496,4.013,70.56,0.329,99.98,5.0,1.41,Moderate,Borderline
S1121,India,23.9256,76.8507,7.666,4.429,1.19,24.39,0.6,53.88,2.69,0.77,Low,Yes
S1122,India,27.7056,77.6749,14.837,8.298,2.765,46.309,0.947,102.17,5.11,1.48,Critical,No
S1123,India,21.217,78.0283,3.021,4.172,1.266,57.294,0.546,56.66,2.83,1.15,Low,Yes
S1124,India,22.2275,72.6927,5.105,12.675,4.098,66.077,0.82,105.71,5.29,1.37,Critical,No
S1125,India,20.939,78.682,3.483,12.039,2.431,74.733,0.417,85.48,4.27,1.49,Moderate,Borderline
S1126,India,21.8036,81.4886,12.926,12.806,4.198,32.871,1.44,121.4,6.07,1.44,Critical,No
S1127,India,25.7121,77.2268,8.681,12.951,3.527,27.566,1.439,106.58,5.33,1.44,Critical,No
S1128,India,22.0044,72.1866,8.068,5.062,2.189,26.576,0.545,62.38,3.12,0.81,Moderate,Borderline
S1129,India,21.856,73.898,12.575,9.828,4.116,53.193,1.127,116.06,5.8,1.37,Critical,No
S1130,India,20.2255,83.8849,11.272,3.836,3.995,61.669,0.594,93.4,4.67,1.33,Moderate,Borderline
S1131,India,24.1248,80.327,12.764,3.054,2.704,57.29,0.486,82.3,4.11,1.28,Moderate,Borderline
S1132,India,20.0186,78.7136,5.176,8.71,3.253,23.752,0.522,69.4,3.47,1.08,Moderate,Borderline
S1133,India,20.0653,75.8117,5.719,7.742,3.254,41.282,1.231,89.75,4.49,1.23,Moderate,Borderline
S1134,India,20.0387,79.1515,3.586,13.535,1.187,23.9,0.327,58.26,2.91,1.35,Low,Yes
S1135,India,25.5316,83.5024,14.843,13.643,2.379,37.295,0.656,100.87,5.04,1.48,Critical,No
S1136,India,19.6354,74.8262,14.539,9.942,4.455,37.348,0.849,110.58,5.53,1.49,Critical,No
S1137,India,19.0214,76.3523,4.718,14.341,4.453,17.695,0.48,84.48,4.22,1.48,Moderate,Borderline
S1138,India,18.1447,77.06,7.367,4.549,2.543,31.302,0.722,67.75,3.39,0.85,Moderate,Borderline
S1139,India,21.5395,75.4007,14.799,6.946,4.055,65.592,1.442,125.6,6.28,1.48,Critical,No
S1140,India,23.8567,81.375,13.279,3.908,2.566,74.355,1.224,105.7,5.29,1.49,Critical,No
S1141,India,23.1416,80.0721,12.126,9.278,4.227,64.502,1.313,123.05,6.15,1.41,Critical,No
S1142,India,18.3779,81.2067,3.428,14.228,3.01,32.889,0.479,78.11,3.91,1.42,Moderate,Borderline
S1143,India,23.0481,79.0263,12.774,10.741,2.218,33.244,0.31,81.31,4.07,1.28,Moderate,Borderline
S1144,India,22.2164,84.9442,9.32,14.121,1.014,61.404,0.362,85.44,4.27,1.41,Moderate,Borderline
S1145,India,21.765,76.4536,3.757,12.47,2.806,16.742,0.349,64.84,3.24,1.25,Moderate,Borderline
S1146,India,25.68,79.3545,8.254,9.655,3.779,51.63,0.57,93.06,4.65,1.26,Moderate,Borderline
S1147,India,26.6628,82.1093,11.809,10.45,4.389,26.837,1.441,113.33,5.67,1.46,Critical,No
S1148,India,27.9811,79.3336,4.194,7.567,3.67,57.415,0.348,77.91,3.9,1.22,Moderate,Borderline
S1149,India,19.4157,78.2925,14.95,13.768,0.976,66.519,1.403,118.61,5.93,1.49,Critical,No
S1150,India,25.9902,75.3378,8.305,10.863,2.125,34.354,0.809,82.42,4.12,1.09,Moderate,Borderline
S1151,India,22.7136,77.2362,7.184,7.802,4.119,44.797,0.953,94.41,4.72,1.37,Moderate,Borderline
S1152,India,21.6895,74.1677,14.656,7.468,2.238,26.702,0.437,78.59,3.93,1.47,Moderate,Borderline
S1153,India,24.5529,80.2719,14.628,12.281,1.776,17.407,1.483,102.28,5.11,1.48,Critical,No
S1154,India,18.1537,74.7362,13.871,10.021,1.674,68.346,1.492,116.12,5.81,1.49,Critical,No
S1155,India,23.5755,70.8344,13.978,14.681,1.844,27.771,0.397,88.66,4.43,1.47,Moderate,Borderline
S1156,India,21.1671,78.1058,7.943,3.881,2.359,17.396,1.302,72.37,3.62,1.3,Moderate,Borderline
S1157,India,20.083,74.7592,13.441,11.955,1.689,19.314,1.159,92.96,4.65,1.34,Moderate,Borderline
S1158,India,26.1267,76.3049,8.344,7.152,2.524,59.914,1.383,99.44,4.97,1.38,Moderate,Borderline
S1159,India,22.1032,76.0733,3.394,8.621,4.087,36.695,1.419,94.33,4.72,1.42,Moderate,Borderline
S1160,India,23.7976,78.5408,12.086,4.241,1.732,38.65,0.504,69.74,3.49,1.21,Moderate,Borderline
S1161,India,12.0367,76.2293,14.475,8.205,3.728,71.515,1.352,125.86,6.29,1.45,Critical,No
S1162,India,21.9399,73.5911,7.173,7.798,2.199,64.582,0.843,87.29,4.36,1.29,Moderate,Borderline
S1163,India,23.1136,78.0547,3.72,8.855,3.687,24.07,1.034,80.04,4.0,1.23,Moderate,Borderline
S1164,India,23.5819,76.8783,6.925,6.949,3.053,26.014,0.642,71.35,3.57,1.02,Moderate,Borderline
S1165,India,16.5618,74.9024,9.299,10.196,2.94,54.25,0.669,93.67,4.68,1.08,Moderate,Borderline
S1166,India,23.0473,76.4999,13.209,6.084,2.366,44.914,0.94,91.12,4.56,1.32,Moderate,Borderline
S1167,India,21.0228,78.34,11.658,3.744,2.586,64.66,0.841,90.73,4.54,1.29,Moderate,Borderline
S1168,India,22.7849,79.1261,7.938,5.206,4.289,46.941,1.323,100.12,5.01,1.43,Critical,No
S1169,India,18.1638,74.3223,14.826,9.262,1.407,28.18,0.878,86.39,4.32,1.48,Moderate,Borderline
S1170,India,21.8569,76.2522,8.027,12.352,2.178,73.953,0.517,95.2,4.76,1.48,Moderate,Borderline
S1171,India,19.5586,78.5414,11.806,14.937,3.849,48.342,0.882,116.12,5.81,1.49,Critical,No
S1172,India,20.9397,77.3642,6.261,12.215,3.971,61.734,1.057,109.26,5.46,1.32,Critical,No
S1173,India,27.5886,78.374,7.69,13.096,3.338,56.868,0.943,105.43,5.27,1.31,Critical,No
S1174,India,21.0398,79.4917,7.574,12.332,2.674,68.353,0.716,99.3,4.96,1.37,Moderate,Borderline
S1175,India,24.5319,77.1489,8.572,9.193,2.098,31.6,1.087,83.9,4.19,1.09,Moderate,Borderline
S1176,India,20.0981,79.7171,11.328,10.232,1.564,31.392,0.791,81.92,4.1,1.13,Moderate,Borderline
S1177,India,24.914,82.1853,9.387,12.221,3.629,52.072,1.244,113.12,5.66,1.24,Critical,No
S1178,India,24.3642,76.9722,10.379,12.868,2.867,28.106,0.951,95.87,4.79,1.29,Moderate,Borderline
S1179,India,26.3558,75.1574,8.71,13.033,3.341,56.073,0.561,99.41,4.97,1.3,Moderate,Borderline
S1180,India,20.078,81.2716,9.428,4.645,2.839,23.753,0.964,75.85,3.79,0.96,Moderate,Borderline
S1181,India,18.4451,82.8148,8.983,13.508,1.291,62.504,0.505,88.69,4.43,1.35,Moderate,Borderline
S1182,India,20.4674,82.2815,13.47,9.296,0.98,58.003,0.432,83.91,4.2,1.35,Moderate,Borderline
S1183,India,20.3879,79.4056,7.145,12.135,4.335,37.286,1.295,108.27,5.41,1.45,Critical,No
S1184,India,23.5669,76.4228,10.89,5.313,1.989,22.906,0.76,70.03,3.5,1.09,Moderate,Borderline
S1185,India,23.6935,74.5147,14.934,3.144,2.847,49.42,1.397,102.84,5.14,1.49,Critical,No
S1186,India,31.2619,79.2728,8.66,6.227,1.102,39.519,0.363,60.19,3.01,0.87,Moderate,Borderline
S1187,India,16.4322,79.4589,9.403,4.612,4.257,68.671,0.528,94.44,4.72,1.42,Moderate,Borderline
S1188,India,25.4325,73.2651,4.148,7.255,1.804,69.931,1.323,89.27,4.46,1.4,Moderate,Borderline
S1189,India,23.9898,85.8074,14.169,14.189,4.39,22.523,0.493,104.85,5.24,1.46,Critical,No
S1190,India,23.3785,83.88,3.222,3.744,4.097,67.132,0.729,82.68,4.13,1.37,Moderate,Borderline
S1191,India,22.6524,80.7236,12.671,8.129,1.308,41.024,0.849,83.71,4.19,1.27,Moderate,Borderline
S1192,India,19.1529,78.3677,14.897,5.93,1.615,46.608,0.945,89.96,4.5,1.49,Moderate,Borderline
S1193,India,26.4818,77.008,9.2,10.316,3.505,16.502,0.985,88.7,4.43,1.17,Moderate,Borderline
S1194,India,24.1558,77.5204,7.238,8.505,4.434,26.959,0.378,79.39,3.97,1.48,Moderate,Borderline
S1195,India,26.5286,69.0997,13.03,11.863,1.855,16.014,0.876,86.08,4.3,1.3,Moderate,Borderline
S1197,India,15.6279,75.93,10.555,11.086,1.658,65.216,0.648,93.38,4.67,1.3,Moderate,Borderline
S1198,India,20.8808,74.2537,11.767,14.585,3.813,71.421,0.469,116.07,5.8,1.46,Critical,No
S1199,India,22.3043,75.7389,6.484,12.937,3.319,73.244,0.606,102.39,5.12,1.46,Critical,No
S1201,India,22.0501,76.9046,7.023,3.016,2.009,31.718,0.772,61.6,3.08,0.77,Moderate,Borderline
S1202,India,22.0692,74.6822,11.309,10.562,3.794,42.12,0.923,104.34,5.22,1.26,Critical,No
S1203,India,21.0866,81.9214,11.419,8.215,2.404,60.612,0.51,89.74,4.49,1.21,Moderate,Borderline
S1204,India,18.5355,75.9726,7.309,5.764,2.986,62.89,1.244,96.09,4.8,1.26,Moderate,Borderline
S1206,India,22.0381,81.4118,11.201,10.055,3.932,32.074,0.991,101.37,5.07,1.31,Critical,No
S1207,India,23.1132,75.7951,11.784,3.514,3.333,39.881,0.449,77.75,3.89,1.18,Moderate,Borderline
S1208,India,18.0694,76.9704,7.987,7.612,3.558,61.453,1.028,100.06,5.0,1.23,Critical,No
S1209,India,20.4995,79.5961,9.951,8.6,2.411,68.383,0.825,97.03,4.85,1.37,Moderate,Borderline
S1210,India,22.7031,79.6031,8.615,4.114,3.747,19.529,0.382,65.89,3.29,1.25,Moderate,Borderline
S1211,India,18.3234,78.4044,3.093,8.077,1.394,24.631,0.392,49.33,2.47,0.81,Low,Yes
S1212,India,23.9837,75.2851,12.707,8.43,2.724,16.959,0.383,74.88,3.74,1.27,Moderate,Borderline
S1213,India,22.8994,73.0331,11.875,10.26,2.312,22.099,1.237,93.26,4.66,1.24,Moderate,Borderline
S1214,India,26.0483,75.6639,9.156,11.864,4.166,70.262,0.942,116.76,5.84,1.41,Critical,No
S1215,India,16.7869,78.256,14.23,8.495,1.359,40.962,0.452,79.93,4.0,1.42,Moderate,Borderline
S1216,India,30.6841,78.3588,7.053,3.86,4.297,61.401,1.307,101.17,5.06,1.43,Critical,No
S1217,India,25.9088,76.0049,8.824,5.413,1.348,35.703,0.465,61.04,3.05,0.88,Moderate,Borderline
S1219,India,26.8116,80.0381,13.669,13.029,3.09,38.304,0.904,107.4,5.37,1.37,Critical,No
S1220,India,23.3473,78.959,4.245,7.618,3.694,40.899,0.699,78.69,3.93,1.23,Moderate,Borderline
S1221,India,27.1879,73.5268,14.998,8.916,1.651,24.771,0.351,75.76,3.79,1.5,Moderate,Borderline
S1222,India,27.0126,84.6146,5.463,11.344,3.568,30.546,0.713,83.88,4.19,1.19,Moderate,Borderline
S1223,India,21.1474,82.7034,12.52,12.228,3.304,66.287,1.427,126.58,6.33,1.43,Critical,No
S1224,India,17.5547,79.3543,7.784,12.1,3.243,25.668,0.361,78.88,3.94,1.21,Moderate,Borderline
S1225,India,18.6453,80.4658,8.996,11.961,2.926,19.998,0.523,79.88,3.99,1.2,Moderate,Borderline
S1226,India,19.856,75.5147,9.785,9.048,1.631,19.053,0.506,66.28,3.31,0.98,Moderate,Borderline
S1227,India,21.9331,79.0307,13.408,13.185,2.741,57.401,0.531,105.04,5.25,1.34,Critical,No
S1228,India,18.6476,80.7747,12.985,4.005,3.683,20.996,1.357,94.07,4.7,1.36,Moderate,Borderline
S1229,India,25.0989,74.0701,8.85,7.396,3.224,71.851,0.35,89.73,4.49,1.44,Moderate,Borderline
S1230,India,22.5744,80.2055,12.688,7.606,2.599,67.131,0.798,100.73,5.04,1.34,Critical,No
S1231,India,20.8239,78.085,4.903,10.7,3.481,49.956,0.472,83.84,4.19,1.16,Moderate,Borderline
S1232,India,15.9211,75.7097,8.948,13.444,3.693,20.039,1.368,104.78,5.24,1.37,Critical,No
S1233,India,27.0269,77.418,4.68,11.049,1.751,41.303,0.32,66.05,3.3,1.1,Moderate,Borderline
S1234,India,20.9135,77.293,11.303,3.348,3.124,23.442,1.434,88.19,4.41,1.43,Moderate,Borderline
S1235,India,21.0055,78.2411,14.181,9.276,1.056,35.55,0.392,76.01,3.8,1.42,Moderate,Borderline
S1236,India,26.8483,74.9455,8.639,7.605,1.329,29.696,0.42,61.63,3.08,0.86,Moderate,Borderline
S1237,India,21.0063,78.8377,10.144,7.113,1.714,53.368,0.848,84.25,4.21,1.07,Moderate,Borderline
S1238,India,26.6573,72.9914,8.895,6.642,2.913,55.17,0.332,79.2,3.96,1.1,Moderate,Borderline
S1239,India,19.931,77.8404,5.237,9.726,4.018,67.968,0.384,91.58,4.58,1.36,Moderate,Borderline
S1240,India,27.1953,72.9369,4.765,12.185,3.579,69.2,0.31,91.64,4.58,1.38,Moderate,Borderline
S1241,India,23.7232,76.5079,11.047,13.733,1.106,50.818,0.983,96.92,4.85,1.37,Moderate,Borderline
S1242,India,22.0474,76.373,10.314,5.296,1.884,53.421,0.862,82.39,4.12,1.07,Moderate,Borderline
S1243,India,20.8022,80.7206,6.2,14.818,4.18,16.74,1.225,101.1,5.05,1.48,Critical,No
S1244,India,19.1703,75.2236,12.832,11.528,4.434,57.691,0.802,117.4,5.87,1.48,Critical,No
S1245,India,24.9538,80.372,14.26,4.364,3.437,66.048,1.445,115.48,5.77,1.45,Critical,No
S1246,India,22.0604,73.5589,11.167,5.97,3.062,30.455,0.7,80.87,4.04,1.12,Moderate,Borderline
S1247,India,25.8222,70.3424,8.392,8.918,1.975,24.538,0.357,64.74,3.24,0.89,Moderate,Borderline
S1248,India,23.0619,74.0604,12.433,5.031,1.291,59.957,0.666,80.84,4.04,1.24,Moderate,Borderline
S1249,India,22.0535,78.1127,6.921,6.475,2.785,19.749,0.441,62.08,3.1,0.93,Moderate,Borderline
S1250,India,23.565,76.1535,9.166,3.127,3.325,40.421,0.913,81.18,4.06,1.11,Moderate,Borderline
S1251,India,22.7879,73.65,14.75,3.881,1.922,29.58,0.598,73.87,3.69,1.48,Moderate,Borderline
S1252,India,25.4756,76.6748,13.954,5.427,2.855,53.214,0.926,97.6,4.88,1.4,Moderate,Borderline
S1253,India,18.0119,77.1465,8.859,7.815,3.764,60.816,0.461,91.99,4.6,1.25,Moderate,Borderline
S1254,India,25.4285,78.3402,3.698,9.318,2.842,66.642,0.417,79.98,4.0,1.33,Moderate,Borderline
S1255,India,20.4324,73.6467,13.39,14.267,4.474,72.552,0.307,120.3,6.02,1.49,Critical,No
S1256,India,25.0882,76.5853,13.712,5.242,3.131,70.042,0.856,103.92,5.2,1.4,Critical,No
S1257,India,21.6979,75.1611,7.51,9.932,2.479,16.041,1.493,87.69,4.38,1.49,Moderate,Borderline
S1259,India,20.0604,80.5403,3.398,9.204,1.608,60.471,1.069,81.49,4.07,1.21,Moderate,Borderline
S1260,India,23.4932,76.412,10.701,11.027,3.896,49.429,0.859,106.38,5.32,1.3,Critical,No
S1261,India,17.7892,80.8478,5.191,10.399,1.742,19.795,0.301,56.73,2.84,1.04,Low,Yes
S1262,India,17.1703,81.795,12.028,7.502,2.65,39.425,1.081,94.12,4.71,1.2,Moderate,Borderline
S1263,India,22.9807,77.6958,14.234,13.176,4.213,41.948,0.944,118.57,5.93,1.42,Critical,No
S1264,India,24.5976,81.2061,13.688,11.596,4.492,35.91,1.3,120.88,6.04,1.5,Critical,No
S1265,India,25.2262,81.3315,6.91,12.427,4.141,28.113,1.051,98.55,4.93,1.38,Moderate,Borderline
S1266,India,17.3397,77.6369,7.582,10.846,1.174,51.216,1.417,93.51,4.68,1.42,Moderate,Borderline
S1267,India,23.0402,76.9889,3.26,5.798,3.626,50.167,1.239,87.14,4.36,1.24,Moderate,Borderline
S1268,India,21.275,79.0426,9.641,10.731,1.507,73.574,0.886,97.94,4.9,1.47,Moderate,Borderline
S1269,India,27.0293,80.1781,9.302,13.017,1.019,31.103,0.864,81.15,4.06,1.3,Moderate,Borderline
S1270,India,22.6436,76.6766,7.724,6.272,0.912,58.19,1.301,83.37,4.17,1.3,Moderate,Borderline
S1271,India,25.7078,71.9398,5.732,10.466,0.944,44.319,1.073,77.88,3.89,1.07,Moderate,Borderline
S1272,India,21.3873,80.1593,12.182,10.172,4.237,38.903,0.683,102.18,5.11,1.41,Critical,No
S1273,India,21.5504,81.3369,3.048,7.82,1.572,52.464,1.115,75.5,3.78,1.11,Moderate,Borderline
S1274,India,20.2602,77.9528,10.874,13.104,3.493,64.797,0.541,107.98,5.4,1.31,Critical,No
S1275,India,21.0133,80.158,3.161,13.121,4.291,54.333,0.578,94.46,4.72,1.43,Moderate,Borderline
S1276,India,21.3347,73.0563,13.774,4.795,3.874,32.478,1.27,101.36,5.07,1.38,Critical,No
S1277,India,21.5932,80.358,7.381,12.627,2.806,56.067,1.047,102.09,5.1,1.26,Critical,No
S1278,India,22.6233,77.3725,5.349,14.187,1.802,59.033,0.642,87.54,4.38,1.42,Moderate,Borderline
S1279,India,18.5316,74.6737,11.975,9.682,4.079,33.442,1.13,106.48,5.32,1.36,Critical,No
S1280,India,20.1235,79.362,7.807,8.794,2.18,34.327,1.124,83.95,4.2,1.12,Moderate,Borderline
S1281,India,24.1006,75.1495,14.221,9.782,3.101,19.136,1.337,103.07,5.15,1.42,Critical,No
S1282,India,24.4055,73.5142,14.749,10.146,3.509,41.719,0.372,97.31,4.87,1.47,Moderate,Borderline
S1283,India,21.7723,78.241,9.171,10.166,2.547,35.446,0.861,87.05,4.35,1.02,Moderate,Borderline
S1285,India,21.6863,73.8171,13.397,3.262,3.346,47.878,0.503,84.84,4.24,1.34,Moderate,Borderline
S1286,India,20.5966,81.3981,6.526,12.938,3.199,68.896,1.056,108.93,5.45,1.38,Critical,No
S1287,India,24.123,79.5196,3.657,12.313,3.109,19.17,0.91,78.53,3.93,1.23,Moderate,Borderline
S1288,India,22.6025,76.9338,9.558,14.443,1.559,51.362,0.554,90.02,4.5,1.44,Moderate,Borderline
S1289,India,26.4437,80.2765,11.668,12.781,3.973,19.636,0.712,97.48,4.87,1.32,Moderate,Borderline
S1290,India,21.9551,83.9481,5.288,9.633,2.367,38.402,1.272,86.42,4.32,1.27,Moderate,Borderline
S1291,India,20.8877,77.783,3.697,13.275,4.358,56.305,0.737,100.26,5.01,1.45,Critical,No
S1292,India,22.5383,79.4503,13.132,12.19,2.265,43.722,0.523,93.69,4.68,1.31,Moderate,Borderline
S1293,India,24.9008,75.8308,13.728,11.694,2.575,20.191,0.368,83.45,4.17,1.37,Moderate,Borderline
S1295,India,18.7401,78.3084,12.571,11.518,2.799,45.873,0.405,93.29,4.66,1.26,Moderate,Borderline
S1296,India,24.0098,78.7617,4.119,6.162,4.148,32.061,1.085,82.74,4.14,1.38,Moderate,Borderline
S1297,India,29.105,80.5681,7.989,6.6,1.075,59.657,1.195,84.11,4.21,1.2,Moderate,Borderline
S1298,India,25.4699,82.1243,5.925,3.268,3.811,44.468,0.668,74.94,3.75,1.27,Moderate,Borderline
S1299,India,25.3361,76.3455,14.025,13.761,4.212,69.464,0.933,130.1,6.5,1.4,Critical,No
S1300,India,23.954,76.1604,5.565,6.206,1.74,45.899,0.686,67.22,3.36,0.92,Moderate,Borderline
S1301,India,21.5173,74.4348,13.487,9.847,4.062,26.752,0.5,94.45,4.72,1.35,Moderate,Borderline
S1303,India,22.7375,73.7471,4.329,6.466,1.648,38.794,0.433,56.75,2.84,0.78,Low,Yes
S1304,India,22.2143,77.3602,10.323,11.5,3.277,21.858,0.649,87.22,4.36,1.15,Moderate,Borderline
S1305,India,19.6642,79.9322,7.096,14.599,3.039,63.069,0.618,101.24,5.06,1.46,Critical,No
S1306,India,23.9179,76.0414,11.23,11.172,2.889,48.815,1.183,107.25,5.36,1.18,Critical,No
S1307,India,19.4843,74.07,13.46,6.706,2.867,57.158,1.5,112.31,5.62,1.5,Critical,No
S1309,India,24.8491,78.8234,13.605,4.302,2.442,42.883,1.473,98.71,4.94,1.47,Moderate,Borderline
S1310,India,19.3511,83.0834,3.313,9.785,1.246,65.067,1.203,84.59,4.23,1.3,Moderate,Borderline
S1311,India,14.9322,74.0571,13.768,6.462,1.796,71.352,1.271,106.39,5.32,1.43,Critical,No
S1312,India,20.5536,79.5215,4.72,3.312,1.753,61.451,0.588,64.09,3.2,1.23,Moderate,Borderline
S1313,India,19.2385,80.5501,7.744,14.798,1.781,37.582,0.661,85.21,4.26,1.48,Moderate,Borderline
